sku	product_name	category	prev_year_cost	prev_year_price	prev_year_margin	new_cost	prev_year_sales	win_rate
ADD-DP-1G-TECH-2	Diethylhexyl Phthalate (DEHP), 1 Gal	Plasticizers & Additives	52.5	101.75	0.484	56.31	473993.76	0.3113
ACD-CA-2P5KG-IND-2	Chromic Acid, Industrial Grade, 2.5 kg	Acids	69.05	91.33	0.2439	72.41	5773.71	0.7917
BAS-CO-2P5KG-IND	Calcium Oxide (Quicklime), Industrial Grade, 2.5 kg	Bases & Alkalis	9.38	12.73	0.2632	10.2	0	
SOL-DS-1G-TECH	Dimethyl Sulfoxide (DMSO), 1 Gal	Solvents	62.29	92.56	0.327	66.99	0	
BAS-SB-2P5KG-TECH	Sodium Bicarbonate, 2.5 kg	Bases & Alkalis	12.95	17.95	0.2786	13.98	22233.54	0.4467
WTR-FS-25KG-IND	Ferrous Sulfate, Industrial Grade, 25 kg Bag	Water Treatment	73.38	109.23	0.3282	73.72	0	
WTR-CH-2P5KG-TECH	Calcium Hypochlorite (65%), 2.5 kg	Water Treatment	26	43.85	0.4071	26.28	18241.33	0.2185
SRF-P8-500ML-TECH	Polysorbate 80 (Tween 80), 500 mL	Surfactants & Emulsifiers	11.51	20.05	0.4258	14.63	7582.29	0.536
ACD-CA-2P5KG-TECH	Citric Acid, 2.5 kg	Acids	23.75	33.92	0.2999	24.39	0	
WTR-AC-500G-ACS	Activated Carbon (Granular), ACS Reagent Grade, 500 g	Water Treatment	10.63	15.98	0.335	11.26	0	
ADD-FR-2P5KG-IND	Flame Retardant (ATH), Industrial Grade, 2.5 kg	Plasticizers & Additives	16.22	23.95	0.3229	17.57	16544.63	0.8959
BAS-CO-50LB-TECH	Calcium Oxide (Quicklime), 50 lb Bag	Bases & Alkalis	61.89	86.07	0.2809	67.33	0	
SAL-AN-25KG-ACS	Ammonium Nitrate, ACS Reagent Grade, 25 kg Bag	Salts & Inorganic Compounds	162.72	234.01	0.3046	160.22	0	
SOL-HEXA-5G-TECH	Hexanes, 5 Gal	Solvents	137.33	176.03	0.2199	144.95	0	
WTR-TP-50LB-IND	Trisodium Phosphate (TSP), Industrial Grade, 50 lb Bag	Water Treatment	139.39	193.81	0.2808	146.81	0	
WTR-PC-1G-TECH	Polyaluminum Chloride (PAC), 1 Gal	Water Treatment	23.51	28.63	0.1788	24.93	0	
SOL-N-ME-55G-TECH	N-Methyl-2-Pyrrolidone (NMP), 55 Gal Drum	Solvents	3160.61	4769.48	0.3373	3366.92	0	
SAL-SC-2P5KG-TECH	Sodium Chloride (Industrial), 2.5 kg	Salts & Inorganic Compounds	5.85	8.14	0.2816	8.16	0	
ACD-LA-55G-IND	Lactic Acid (88%), Industrial Grade, 55 Gal Drum	Acids	1594.91	2331.41	0.3159	1579.53	0	
SOL-GEP-55G-IND	Glycol Ether PM, Industrial Grade, 55 Gal Drum	Solvents	1762.68	2378.28	0.2588	1838.78	0	
SAL-PC-50LB-IND	Potassium Chloride, Industrial Grade, 50 lb Bag	Salts & Inorganic Compounds	95.62	132.13	0.2763	101.05	0	
SAL-MC-2P5KG-TECH	Magnesium Chloride (Flake), 2.5 kg	Salts & Inorganic Compounds	13.39	18.64	0.2815	14.26	5419.3	0.6871
ACD-LA-5G-IND	Lactic Acid (88%), Industrial Grade, 5 Gal	Acids	182.61	275.18	0.3364	180.85	0	
SOL-DS-500ML-IND	Dimethyl Sulfoxide (DMSO), Industrial Grade, 500 mL	Solvents	9.84	13.83	0.2884	10.58	0	
SAL-SS-500G-IND-2	Sodium Sulfide (60%), Industrial Grade, 500 g	Salts & Inorganic Compounds	4.15	5.81	0.2851	4.16	0	
ACD-SA-500ML-TECH	Sulfuric Acid, 500 mL	Acids	2.04	3.1	0.3419	2.13	749810.09	0.6726
SOL-PGME-55G-TECH	Propylene Glycol Methyl Ether, 55 Gal Drum	Solvents	1803.44	2581.97	0.3015	1964.35	1598375.45	0.6712
WTR-FC-1G-IND	Ferric Chloride (40%), Industrial Grade, 1 Gal	Water Treatment	18.05	27.67	0.3477	20.91	0	
WTR-AC-2P5KG-TECH	Activated Carbon (Granular), 2.5 kg	Water Treatment	29.85	41.94	0.2883	31.62	0	
SOL-CHLO-1G-TECH	Chloroform, 1 Gal	Solvents	51.11	64.25	0.2046	54.12	0	
BAS-TRIE-55G-IND	Triethanolamine (TEA), Industrial Grade, 55 Gal Drum	Bases & Alkalis	1927.56	2774.18	0.3052	2046.61	128591.3	0.75
PIG-TALC-500G-TECH	Talc (Micronized), 500 g	Pigments & Dyes	2.27	5.52	0.5889	2.44	0	
ADD-OB-500G-TECH	Optical Brightener (OB-1), 500 g	Plasticizers & Additives	27.81	49.42	0.4373	30.7	9821.61	0.5629
SOL-MIK-5G-TECH	Methyl Isobutyl Ketone (MIBK), 5 Gal	Solvents	196.78	247.31	0.2043	207.27	0	
PIG-IOR-25KG-IND	Iron Oxide Red, Industrial Grade, 25 kg Bag	Pigments & Dyes	160.27	330.89	0.5156	171.03	17777.79	0.4414
SOL-HEXA-55G-ACS	Hexanes, ACS Reagent Grade, 55 Gal Drum	Solvents	1732.64	2505.57	0.3085	1828.75	0	
WTR-SH-1G-TECH	Sodium Hypochlorite (12.5%), 1 Gal	Water Treatment	14.64	20.77	0.2952	17.02	0	
SOL-GEP-1G-IND	Glycol Ether PM, Industrial Grade, 1 Gal	Solvents	49.97	67.11	0.2554	52.13	0	
SAL-AN-25KG-IND	Ammonium Nitrate, Industrial Grade, 25 kg Bag	Salts & Inorganic Compounds	125.55	189.35	0.337	123.62	0	
BAS-TRIE-1G-TECH	Triethanolamine (TEA), 1 Gal	Bases & Alkalis	46.53	63.18	0.2635	49.4	34803.8	0.7893
SOL-CHLO-5G-ACS	Chloroform, ACS Reagent Grade, 5 Gal	Solvents	315.89	473.41	0.3327	334.51	0	
BAS-SB-25KG-IND	Sodium Bicarbonate, Industrial Grade, 25 kg Bag	Bases & Alkalis	112.7	179.18	0.371	121.7	1134398.51	0.4201
SOL-MEK-1G-TECH	Methyl Ethyl Ketone (MEK), 1 Gal	Solvents	47.58	67.75	0.2977	60.31	0	
SPC-WA-1G-TECH	Wetting Agent (Silicone), 1 Gal	Specialty Chemicals	172.26	429.08	0.5985	178.77	0	
OIL-CO-500ML-TECH	Coconut Oil (RBD), 500 mL	Oils & Waxes	6.43	10.19	0.3692	6.52	9200.2	0.7384
RES-SR-500ML-IND	Silicone Resin, Industrial Grade, 500 mL	Resins & Polymers	17.9	25.58	0.3002	17.34	5000	0.4127
ACD-CA-25KG-TECH	Citric Acid, 25 kg Bag	Acids	201.46	252.65	0.2026	206.85	0	
WTR-AS-50LB-IND	Aluminum Sulfate (Alum), Industrial Grade, 50 lb Bag	Water Treatment	70.44	93.87	0.2496	75.77	0	
ACD-FA-55G-TECH	Formic Acid (88%), 55 Gal Drum	Acids	1563.8	2667.79	0.4138	1971.92	665105.32	0.301
SPC-MO-1G-TECH	Manganese Octoate, 1 Gal	Specialty Chemicals	120.93	223.69	0.4594	130.83	324209.65	0.4191
ACD-MA-25KG-IND	Maleic Acid, Industrial Grade, 25 kg Bag	Acids	311.1	437.42	0.2888	321.98	1013479.24	0.4008
BAS-SS-55G-IND	Sodium Silicate, Industrial Grade, 55 Gal Drum	Bases & Alkalis	872.08	1126.2	0.2256	1032.1	1255675.77	0.3285
SOL-DE-500ML-ACS	Diethyl Ether, ACS Reagent Grade, 500 mL	Solvents	12.34	17.14	0.28	12.76	343230.03	0.2494
ACD-OA-1G-TECH	Oleic Acid, 1 Gal	Acids	43.01	67.75	0.3652	46.88	0	
ACD-NA-1G-IND	Nitric Acid, Industrial Grade, 1 Gal	Acids	29.47	43.8	0.3272	30.67	0	
WTR-POLY-50LB-TECH-2	Polyacrylamide (Cationic), 50 lb Bag	Water Treatment	349.75	531.06	0.3414	394.04	0	
BAS-PC-500G-IND	Potassium Carbonate, Industrial Grade, 500 g	Bases & Alkalis	5.27	7.01	0.2481	5.62	7127.93	0.5281
SOL-2-PR-5G-TECH	2-Propanol, 5 Gal	Solvents	106.15	137.2	0.2263	109.47	259813.69	0.8013
WTR-SH-25KG-TECH	Sodium Hexametaphosphate, 25 kg Bag	Water Treatment	166.86	260.97	0.3606	232.84	0	
WTR-FC-55G-IND	Ferric Chloride (40%), Industrial Grade, 55 Gal Drum	Water Treatment	647.22	992.92	0.3482	749.74	0	
ACD-FA-5G-TECH	Formic Acid (88%), 5 Gal	Acids	171.4	244.06	0.2977	216.13	48177.85	0.5747
SPC-DA-5G-IND	Dispersing Agent (Polymeric), Industrial Grade, 5 Gal	Specialty Chemicals	489.12	869.75	0.4376	490.24	0	
BAS-MO-2P5KG-ACS	Magnesium Oxide, ACS Reagent Grade, 2.5 kg	Bases & Alkalis	24.55	32.51	0.2448	25.9	0	
BAS-PC-25KG-IND	Potassium Carbonate, Industrial Grade, 25 kg Bag	Bases & Alkalis	181.21	252.83	0.2833	193.17	142080.61	0.456
SOL-CHLO-500ML-IND	Chloroform, Industrial Grade, 500 mL	Solvents	8.46	11.95	0.2922	8.96	0	
WTR-POLY-500G-IND	Polyacrylamide (Anionic), Industrial Grade, 500 g	Water Treatment	9.37	16.48	0.4315	9.84	0	
OIL-CO-1G-IND	Castor Oil (USP), Industrial Grade, 1 Gal	Oils & Waxes	52.6	79.37	0.3372	52.29	324954.84	0.366
BAS-DIET-500ML-TECH	Diethanolamine (DEA), 500 mL	Bases & Alkalis	6.74	8.86	0.2395	6.86	0	
ADD-ANTI-2P5KG-IND	Antioxidant (Irganox 1010), Industrial Grade, 2.5 kg	Plasticizers & Additives	86.01	129.8	0.3374	89.81	24847.82	0.7823
ACD-SA-25KG-IND-2	Salicylic Acid, Industrial Grade, 25 kg Bag	Acids	344	535.46	0.3576	353.86	48316.31	0.3912
ACD-HA-5G-IND	Hydrochloric Acid, Industrial Grade, 5 Gal	Acids	80.55	111.53	0.2778	85.57	0	
ACD-SA-500G-IND-2	Salicylic Acid, Industrial Grade, 500 g	Acids	9.25	13.92	0.3357	9.51	16220.56	0.7322
SRF-NE-500ML-IND	Nonylphenol Ethoxylate (NP-9), Industrial Grade, 500 mL	Surfactants & Emulsifiers	8.37	12.82	0.3469	9.03	0	
ACD-NA-5G-TECH	Nitric Acid, 5 Gal	Acids	115.7	176.25	0.3436	120.4	0	
ACD-LA-1G-IND	Lactic Acid (88%), Industrial Grade, 1 Gal	Acids	44.05	61.12	0.2793	43.63	0	
SOL-EA-55G-IND	Ethyl Acetate, Industrial Grade, 55 Gal Drum	Solvents	1241.52	1978.61	0.3725	1294.46	61923.9	0.359
BAS-CH-2P5KG-IND	Calcium Hydroxide, Industrial Grade, 2.5 kg	Bases & Alkalis	11.11	16.03	0.3068	11.52	0	
SOL-TETR-55G-TECH	Tetrahydrofuran (THF), 55 Gal Drum	Solvents	2656.19	3654.09	0.2731	2870.81	209735.35	0.8175
SOL-ACET-5G-IND-2	Acetonitrile, Industrial Grade, 5 Gal	Solvents	427.38	688.46	0.3792	467.53	0	
ACD-BA-2P5KG-TECH-2	Benzoic Acid, 2.5 kg	Acids	29.75	37.53	0.2074	30.32	15162.72	0.7711
SAL-MS-500G-IND	Magnesium Sulfate (Epsom Salt), Industrial Grade, 500 g	Salts & Inorganic Compounds	2.59	3.3	0.2141	2.73	34121.99	0.4256
ADD-DP-500ML-IND-2	Dimethyl Phthalate, Industrial Grade, 500 mL	Plasticizers & Additives	6.97	10.21	0.3175	9.12	0	
SAL-SN-2P5KG-TECH	Sodium Nitrate, 2.5 kg	Salts & Inorganic Compounds	19.98	29.78	0.329	20.49	0	
RES-UFR-500ML-IND	Urea Formaldehyde Resin, Industrial Grade, 500 mL	Resins & Polymers	5.88	8.42	0.302	6.38	18525.49	0.5432
SAL-MC-50LB-TECH	Magnesium Chloride (Flake), 50 lb Bag	Salts & Inorganic Compounds	98.35	127.43	0.2282	104.76	6543.5	0.3967
ACD-SA-5G-IND	Sulfuric Acid, Industrial Grade, 5 Gal	Acids	62.99	95.45	0.34	65.77	22901.08	0.4047
WTR-AC-50LB-ACS-2	Activated Carbon (Powdered), ACS Reagent Grade, 50 lb Bag	Water Treatment	301.07	428.78	0.2978	330.73	22804.87	0.5474
SRF-CB-500ML-IND	Cocamidopropyl Betaine, Industrial Grade, 500 mL	Surfactants & Emulsifiers	7.34	11.39	0.3555	7.7	0	
SAL-ZS-25KG-TECH	Zinc Sulfate, 25 kg Bag	Salts & Inorganic Compounds	145.23	211.9	0.3146	158.78	0	
SOL-TETR-5G-IND	Tetrahydrofuran (THF), Industrial Grade, 5 Gal	Solvents	331.97	423.93	0.2169	358.79	596514.96	0.4945
SRF-AP-500ML-TECH	Alkyl Polyglucoside (APG), 500 mL	Surfactants & Emulsifiers	9.74	14.76	0.3403	10.05	0	
BAS-SB-500G-ACS	Sodium Bicarbonate, ACS Reagent Grade, 500 g	Bases & Alkalis	4.24	5.42	0.2179	4.58	5000	0.545
SOL-ACET-500ML-TECH	Acetone, 500 mL	Solvents	4.33	6.75	0.3585	4.07	5000	0.2115
WTR-POLY-25KG-IND	Polyacrylamide (Anionic), Industrial Grade, 25 kg Bag	Water Treatment	359.21	623.79	0.4242	377.24	0	
ACD-HA-55G-IND-2	Hydrofluoric Acid (49%), Industrial Grade, 55 Gal Drum	Acids	4151.79	6410.76	0.3524	4979.03	0	
ADD-FR-500G-IND	Flame Retardant (ATH), Industrial Grade, 500 g	Plasticizers & Additives	3.44	4.95	0.3049	3.73	19185.5	0.6937
OIL-TO-1G-TECH	Tung Oil, 1 Gal	Oils & Waxes	71.95	99.71	0.2784	78.79	0	
SAL-SS-50LB-TECH	Sodium Sulfate (Anhydrous), 50 lb Bag	Salts & Inorganic Compounds	66.83	82.76	0.1924	66.22	45151.28	0.5538
SOL-D-LI-55G-TECH	d-Limonene, 55 Gal Drum	Solvents	2260.68	3152.09	0.2828	2592.55	1782318.6	0.3081
SOL-2-PR-1G-IND	2-Propanol, Industrial Grade, 1 Gal	Solvents	28.5	42.07	0.3226	29.39	10779.77	0.6728
SOL-EA-55G-TECH	Ethyl Acetate, 55 Gal Drum	Solvents	1153.51	1627.68	0.2913	1202.7	1813852.03	0.5901
BAS-MO-2P5KG-TECH	Magnesium Oxide, 2.5 kg	Bases & Alkalis	16.83	23.87	0.2948	17.75	0	
SOL-2-PR-55G-ACS	2-Propanol, ACS Reagent Grade, 55 Gal Drum	Solvents	1359.88	1753.74	0.2246	1402.46	1406712.93	0.6207
ACD-OA-25KG-IND	Oxalic Acid, Industrial Grade, 25 kg Bag	Acids	261.02	315.48	0.1726	278.27	17119.16	0.507
ACD-OA-5G-IND	Oleic Acid, Industrial Grade, 5 Gal	Acids	179.04	226.66	0.2101	195.13	0	
SOL-TURP-55G-TECH	Turpentine, 55 Gal Drum	Solvents	1561.96	2495.71	0.3741	1695.22	0	
SOL-DICH-500ML-IND	Dichloromethane (DCM), Industrial Grade, 500 mL	Solvents	7.45	9.08	0.1799	7.59	0	
SOL-NAPH-55G-IND	Naphtha, Industrial Grade, 55 Gal Drum	Solvents	1069.67	1650.82	0.352	1146.34	0	
RES-PA-500G-TECH	Polyvinyl Alcohol (PVA), 500 g	Resins & Polymers	7.34	14.08	0.4788	7.6	6175.57	0.4069
WTR-IER-50LB-TECH	Ion Exchange Resin (Cation), 50 lb Bag	Water Treatment	441	627.19	0.2969	512.3	0	
SOL-METH-5G-TECH	Methanol, 5 Gal	Solvents	84.5	114.52	0.2621	83.77	48856.01	0.3815
ACD-BA-500G-USP	Boric Acid, USP/NF Grade, 500 g	Acids	6.87	9.11	0.246	8.78	6875.4	0.5494
OIL-PO-500ML-IND	Palm Oil (RBD), Industrial Grade, 500 mL	Oils & Waxes	5.24	9.06	0.4217	5.88	5000	0.7912
SOL-MS-500ML-IND	Mineral Spirits, Industrial Grade, 500 mL	Solvents	4.22	5.69	0.259	4.26	6678.41	0.7099
ACD-OA-500ML-ACS	Oleic Acid, ACS Reagent Grade, 500 mL	Acids	9.12	12.34	0.261	9.94	0	
SOL-D-LI-5G-TECH	d-Limonene, 5 Gal	Solvents	251.4	323.05	0.2218	288.31	59603.29	0.3074
SAL-ST-25KG-IND	Sodium Thiosulfate, Industrial Grade, 25 kg Bag	Salts & Inorganic Compounds	145.83	199.57	0.2693	157.17	47923.91	0.6256
SAL-ZS-2P5KG-TECH	Zinc Sulfate, 2.5 kg	Salts & Inorganic Compounds	19.39	27.5	0.2949	21.2	0	
OIL-LO-500ML-TECH	Linseed Oil (Raw), 500 mL	Oils & Waxes	5.82	8.77	0.3367	6.56	0	
SAL-CC-50LB-IND	Calcium Chloride (Flake), Industrial Grade, 50 lb Bag	Salts & Inorganic Compounds	107.04	139.44	0.2324	101.94	0	
SAL-AN-500G-TECH	Ammonium Nitrate, 500 g	Salts & Inorganic Compounds	3.33	4.54	0.2658	3.28	0	
SAL-ST-2P5KG-TECH	Sodium Thiosulfate, 2.5 kg	Salts & Inorganic Compounds	16.11	19.94	0.192	17.36	1697177.76	0.8663
WTR-PC-5G-IND	Polyaluminum Chloride (PAC), Industrial Grade, 5 Gal	Water Treatment	99.87	144.46	0.3087	105.9	0	
SOL-TOLU-500ML-IND	Toluene, Industrial Grade, 500 mL	Solvents	6.11	8.45	0.2773	6.45	349877.42	0.539
WTR-FS-25KG-ACS	Ferrous Sulfate, ACS Reagent Grade, 25 kg Bag	Water Treatment	100.8	140.72	0.2837	101.27	0	
ACD-TA-25KG-IND	Tartaric Acid, Industrial Grade, 25 kg Bag	Acids	302.68	412.72	0.2666	323.81	703648.33	0.7832
SAL-ST-50LB-TECH	Sodium Thiosulfate, 50 lb Bag	Salts & Inorganic Compounds	122.12	159.19	0.2329	131.61	25087.57	0.8079
SOL-HEXA-5G-IND	Hexanes, Industrial Grade, 5 Gal	Solvents	142.39	208.06	0.3156	150.29	0	
RES-HC-25KG-IND	Hydroxyethyl Cellulose (HEC), Industrial Grade, 25 kg Bag	Resins & Polymers	318.6	592.41	0.4622	335.74	0	
SOL-ACET-55G-IND-2	Acetonitrile, Industrial Grade, 55 Gal Drum	Solvents	3564.19	5364.52	0.3356	3899.03	0	
SOL-D-LI-500ML-IND	d-Limonene, Industrial Grade, 500 mL	Solvents	9.64	12.54	0.2312	11.06	159832.19	0.5386
SRF-GM-2P5KG-IND	Glyceryl Monostearate, Industrial Grade, 2.5 kg	Surfactants & Emulsifiers	31.39	56.16	0.4411	36.04	91294.97	0.5703
WTR-AC-500G-TECH	Activated Carbon (Granular), 500 g	Water Treatment	7.4	11.22	0.3402	7.84	0	
SAL-PC-25KG-IND	Potassium Chloride, Industrial Grade, 25 kg Bag	Salts & Inorganic Compounds	100.56	140.14	0.2824	106.27	0	
SPC-BIOC-1G-IND	Biocide (CMIT/MIT), Industrial Grade, 1 Gal	Specialty Chemicals	197.45	451.69	0.5629	185.69	0	
ACD-BA-25KG-USP	Boric Acid, USP/NF Grade, 25 kg Bag	Acids	258.59	386.07	0.3302	330.64	41639.49	0.1618
SOL-1-1G-IND	1,4-Dioxane, Industrial Grade, 1 Gal	Solvents	66.02	76.96	0.1422	70.68	0	
BAS-MONO-500ML-TECH	Monoethanolamine (MEA), 500 mL	Bases & Alkalis	6.1	8.41	0.2742	6.54	0	
SAL-SC-2P5KG-USP	Sodium Chloride (Industrial), USP/NF Grade, 2.5 kg	Salts & Inorganic Compounds	9.48	13.88	0.3169	13.23	0	
SOL-XYLE-55G-TECH	Xylene, 55 Gal Drum	Solvents	1584.89	2096.5	0.244	1894.49	3296731.77	0.5051
BAS-SH-500G-ACS	Sodium Hydroxide (Caustic Soda), ACS Reagent Grade, 500 g	Bases & Alkalis	4.11	5.47	0.2491	4.64	253359.74	0.4034
SAL-MS-25KG-TECH	Magnesium Sulfate (Epsom Salt), 25 kg Bag	Salts & Inorganic Compounds	84.45	114.76	0.2641	89.02	452838.52	0.4495
SAL-MC-500G-TECH	Magnesium Chloride (Flake), 500 g	Salts & Inorganic Compounds	2.77	3.57	0.2249	2.95	5000	0.8805
SOL-NAPH-1G-IND	Naphtha, Industrial Grade, 1 Gal	Solvents	27.94	37.21	0.249	29.94	0	
SOL-2-PR-1G-TECH	2-Propanol, 1 Gal	Solvents	26.46	34.2	0.2263	27.29	303021.68	0.6708
SOL-MS-5G-TECH	Mineral Spirits, 5 Gal	Solvents	104.62	138.91	0.2468	105.71	1088208.13	0.2267
SOL-NAPH-1G-TECH	Naphtha, 1 Gal	Solvents	29.13	33.88	0.1403	31.22	0	
SOL-ETHA-55G-IND	Ethanol (Denatured), Industrial Grade, 55 Gal Drum	Solvents	1219.73	1707.07	0.2855	1440.2	36576.68	0.6869
SPC-SCA-1G-TECH	Silane Coupling Agent (A-187), 1 Gal	Specialty Chemicals	281.26	586.86	0.5207	299.32	795796.76	0.1
